GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010,ESN001,ESN002,ES1001,ES1002,ETQ001,ETQ002,ETQ003,ETQ004,ETQ005,ETQ006
"G13005700909035","1990",,,,,,,"5","090903",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",1435,43,6,17,0,16,0,0,0,2,506,46,457,49,2,33,4,0,0,7
"G13005700909036","1990",,,,,,,"6","090903",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",513,3,1,5,0,12,0,0,0,0,194,11,175,19,4,7,0,0,0,0
"G13005700910011","1990",,,,,,,"1","091001",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",668,51,10,5,0,11,0,0,0,0,250,13,193,57,4,2,3,0,0,4
"G13005700910012","1990",,,,,,,"2","091001",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",520,15,3,1,1,0,0,0,0,0,222,44,89,133,32,6,5,0,0,1
"G13005700910013","1990",,,,,,,"3","091001",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",678,3,0,4,0,16,0,0,0,9,235,15,197,38,3,10,0,0,0,2
"G13005700910021","1990",,,,,,,"1","091002",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1303,13,6,4,0,30,0,0,0,3,485,29,417,68,11,8,5,3,0,2
"G13005700910022","1990",,,,,,,"2","091002",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",833,6,2,0,0,7,0,0,0,1,283,43,231,52,16,21,2,0,0,4
"G13005700910023","1990",,,,,,,"3","091002",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",2406,31,9,20,0,26,0,0,1,4,869,212,814,55,4,178,24,2,0,4
"G13005700910031","1990",,,,,,,"1","091003",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1464,13,1,5,0,24,0,2,0,0,492,25,429,63,6,16,1,0,0,2
"G13005700910032","1990",,,,,,,"2","091003",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",2334,28,22,16,2,31,0,0,0,2,784,74,452,332,38,20,5,3,0,8
"G13005700910033","1990",,,,,,,"3","091003",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1286,33,3,27,0,19,0,0,0,3,508,48,339,169,20,17,8,0,0,3
"G13005700911011","1990",,,,,,,"1","091101",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",3273,24,16,11,0,38,0,0,0,11,1171,136,1072,99,5,38,19,61,0,13
"G13005700911012","1990",,,,,,,"2","091101",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1019,3,2,2,0,2,0,0,0,11,350,22,310,40,3,14,4,1,0,0
"G13005700911031","1990",,,,,,,"1","091103",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",2522,27,8,15,0,19,0,0,3,3,865,44,786,79,4,22,7,1,0,10
"G13005700911032","1990",,,,,,,"2","091103",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1418,6,0,8,0,12,0,0,0,3,524,47,461,63,4,9,10,19,0,5
"G13005700911033","1990",,,,,,,"3","091103",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1350,12,1,7,0,12,0,0,0,14,477,45,382,95,21,8,3,2,0,11
"G13005700911981","1990",,,,,,,"1","091198",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",2367,34,18,9,0,54,0,3,0,11,891,112,722,169,38,51,7,0,0,16
"G13005700911982","1990",,,,,,,"2","091198",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",980,7,3,1,0,15,0,0,0,1,330,33,272,58,20,9,1,0,0,3
"G13005700911983","1990",,,,,,,"3","091198",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1678,24,3,3,0,36,0,0,0,5,558,34,472,86,15,9,7,0,0,3
"G13005700912981","1990",,,,,,,"1","091298",,,"Cherokee","057",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0
"G130059000011","1990",,,,,,,"1","0001",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",407,490,0,5,3,5,1,0,0,10,450,40,23,427,26,0,8,1,0,5
"G130059000021","1990",,,,,,,"1","0002",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",427,672,4,8,0,8,0,2,1,3,584,46,123,461,19,4,4,0,0,19
"G130059000022","1990",,,,,,,"2","0002",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",525,166,1,30,1,7,2,0,0,7,350,34,129,221,10,2,1,0,0,21
"G130059000031","1990",,,,,,,"1","0003",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",694,1051,4,24,7,14,3,0,0,9,813,101,215,598,63,6,1,5,0,26
"G130059000032","1990",,,,,,,"2","0003",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",169,519,1,5,0,0,0,0,0,0,275,32,153,122,13,7,3,2,0,7
"G130059000033","1990",,,,,,,"3","0003",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 3",1156,2395,0,40,0,9,11,0,0,8,1427,154,436,991,83,10,17,4,0,40
"G130059000041","1990",,,,,,,"1","0004",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",738,50,2,22,0,11,0,0,1,3,56,1,2,54,0,0,0,1,0,0
"G130059000042","1990",,,,,,,"2","0004",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",1783,198,2,370,1,31,3,0,1,9,558,23,12,546,20,0,0,2,0,1
"G130059000051","1990",,,,,,,"1","0005",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",3374,699,7,180,0,44,3,2,2,15,213,12,27,186,7,0,0,1,0,4
"G130059000061","1990",,,,,,,"1","0006",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",604,612,1,22,1,11,3,0,0,3,619,81,114,505,46,5,2,0,0,28
"G130059000062","1990",,,,,,,"2","0006",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",1638,557,3,83,1,12,3,0,0,9,759,54,124,635,31,7,5,6,0,5
"G130059000071","1990",,,,,,,"1","0007",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",749,172,4,10,1,15,0,2,0,4,490,85,148,342,41,7,3,4,0,30
"G130059000072","1990",,,,,,,"2","0007",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",486,256,2,7,0,4,0,0,0,0,384,42,154,230,32,5,2,0,0,3
"G130059000073","1990",,,,,,,"3","0007",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 3",1245,287,2,3,0,18,0,0,16,4,723,46,389,334,21,2,21,0,0,2
"G130059000079","1990",,,,,,,"9","0007",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 9",177,23,1,13,0,8,1,0,0,3,54,0,1,53,0,0,0,0,0,0
"G130059000081","1990",,,,,,,"1","0008",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",1407,95,3,14,4,14,0,0,0,14,618,22,494,124,2,9,5,1,0,5
"G130059000082","1990",,,,,,,"2","0008",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",1345,387,1,28,0,25,0,0,0,12,635,32,482,153,8,9,1,1,0,13
"G130059000091","1990",,,,,,,"1","0009",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",603,855,1,71,1,15,6,0,0,24,668,120,74,594,112,0,0,1,0,7
"G130059000092","1990",,,,,,,"2","0009",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",174,1883,2,6,0,0,5,0,0,0,823,67,289,534,19,7,0,2,0,39
"G130059000101","1990",,,,,,,"1","0010",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",1916,30,0,44,0,27,1,0,0,1,799,111,254,545,86,4,6,2,0,13
"G130059000102","1990",,,,,,,"2","0010",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",1610,7,4,46,0,16,0,0,0,5,775,30,263,512,13,3,2,3,0,9
"G130059000111","1990",,,,,,,"1","0011",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",1335,23,0,46,1,11,4,1,0,12,740,68,270,470,46,8,6,3,0,5
"G130059000112","1990",,,,,,,"2","0011",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",919,33,1,8,1,9,0,0,0,4,470,14,262,208,4,7,1,0,0,2
"G130059000113","1990",,,,,,,"3","0011",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 3",1966,162,3,341,2,41,0,0,2,16,1157,67,212,945,34,16,6,3,0,8
"G130059000121","1990",,,,,,,"1","0012",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",1529,113,1,35,3,18,0,1,0,5,838,44,285,553,29,4,3,2,0,6
"G130059000122","1990",,,,,,,"2","0012",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",813,21,0,5,0,3,0,0,2,1,347,17,315,32,2,3,3,2,0,7
"G13005900013021","1990",,,,,,,"1","001302",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",1567,1271,5,29,1,33,5,0,0,39,1002,50,507,495,33,7,5,1,0,4
"G13005900013022","1990",,,,,,,"2","001302",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",1240,448,2,15,0,16,0,0,1,2,637,44,492,145,15,17,5,1,0,6
"G13005900013023","1990",,,,,,,"3","001302",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 3",1629,730,1,15,0,38,0,0,3,14,1082,173,261,821,142,18,2,3,0,8
"G13005900013981","1990",,,,,,,"1","001398",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",1708,276,11,46,4,32,0,0,1,18,739,83,489,250,48,11,6,5,0,13
"G13005900013982","1990",,,,,,,"2","001398",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",2365,200,6,54,1,28,3,4,8,8,995,79,695,300,31,32,9,3,0,4
"G13005900013983","1990",,,,,,,"3","001398",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 3",536,100,3,10,0,8,0,0,0,2,239,16,203,36,0,7,2,1,1,5
"G13005900013984","1990",,,,,,,"4","001398",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 4",454,251,4,2,0,4,8,0,0,9,270,17,173,97,9,2,0,0,0,6
"G13005900013985","1990",,,,,,,"5","001398",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 5",205,545,0,10,0,18,3,0,0,11,226,10,132,94,7,0,0,0,0,3
"G13005900014011","1990",,,,,,,"1","001401",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",1087,893,4,11,1,22,2,1,0,9,748,71,530,218,26,6,4,2,0,33
"G13005900014012","1990",,,,,,,"2","001401",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",2062,1382,7,23,1,32,7,1,0,9,1406,128,632,774,84,7,20,1,1,15
"G13005900014021","1990",,,,,,,"1","001402",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",381,0,0,0,0,2,0,0,0,0,151,4,131,20,0,2,0,1,0,1
"G13005900014022","1990",,,,,,,"2","001402",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",220,136,0,1,2,1,0,0,0,0,133,6,100,33,4,0,1,0,0,1
"G13005900014023","1990",,,,,,,"3","001402",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 3",429,2,0,3,0,1,0,0,0,0,207,78,181,26,69,0,2,0,0,7
"G13005900014024","1990",,,,,,,"4","001402",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 4",48,518,0,0,0,3,3,0,0,0,184,31,135,49,13,2,2,0,0,14
"G13005900014025","1990",,,,,,,"5","001402",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 5",1671,295,8,9,0,14,0,1,0,10,742,71,502,240,36,10,1,1,0,23
"G13005900014026","1990",,,,,,,"6","001402",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 6",725,274,1,9,0,9,0,0,0,3,381,23,290,91,4,5,4,0,0,10
"G13005900014027","1990",,,,,,,"7","001402",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 7",459,1511,0,0,0,7,0,0,0,0,598,64,363,235,35,5,3,12,0,9
"G13005900015011","1990",,,,,,,"1","001501",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",3056,378,5,75,3,44,0,1,5,2,1433,70,676,757,47,11,3,1,0,8
"G13005900015012","1990",,,,,,,"2","001501",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",2135,333,4,63,6,30,0,0,0,16,1262,105,279,983,77,13,3,3,0,9
"G13005900015013","1990",,,,,,,"3","001501",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 3",939,532,2,33,1,18,5,0,0,12,715,50,76,639,41,2,1,1,0,5
"G13005900015014","1990",,,,,,,"4","001501",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 4",1066,73,2,20,0,52,0,0,0,6,524,47,353,171,21,4,6,2,0,14
"G13005900015015","1990",,,,,,,"5","001501",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 5",2450,157,0,93,0,46,1,0,2,19,1076,65,495,581,28,7,23,3,0,4
"G13005900015021","1990",,,,,,,"1","001502",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 1",1433,240,0,16,1,8,0,0,0,6,588,27,450,138,3,6,0,0,0,18
"G13005900015022","1990",,,,,,,"2","001502",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",2099,68,2,42,0,86,0,0,3,6,862,35,717,145,10,13,3,7,0,2
"G13005900015023","1990",,,,,,,"3","001502",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 3",1292,39,0,11,0,8,0,0,0,1,436,19,78,358,11,2,0,1,0,5
"G13005900015024","1990",,,,,,,"4","001502",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 4",1908,442,1,51,0,13,2,0,0,10,899,91,465,434,76,4,4,1,0,6
"G13005900016982","1990",,,,,,,"2","001698",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G13005900016983","1990",,,,,,,"3","001698",,,"Clarke","059",,"5","0500",,"9999","3","Georgia","13",,,,"BG 3",27,0,0,0,0,0,0,0,0,0,10,1,8,2,0,0,0,0,0,1
"G130061096011","1990",,,,,,,"1","9601",,,"Clay","061",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",520,1044,1,0,0,0,13,0,0,0,569,262,391,178,6,2,1,201,3,49
"G130061096012","1990",,,,,,,"2","9601",,,"Clay","061",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",389,585,4,3,0,4,0,0,0,2,379,74,233,146,8,4,2,11,0,49
"G130061096021","1990",,,,,,,"1","9602",,,"Clay","061",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",397,402,0,0,0,0,0,0,0,0,262,40,179,83,2,5,0,8,0,25
"G130063004013","1990",,,,,,,"3","0401",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",245,70,0,9,0,11,0,0,0,1,144,62,33,111,53,1,2,2,0,4
"G130063004014","1990",,,,,,,"4","0401",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",623,1137,3,50,0,11,15,1,0,8,764,124,164,600,109,0,6,7,0,2
"G130063004015","1990",,,,,,,"5","0401",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",197,791,0,132,0,4,7,3,5,5,435,27,71,364,24,0,2,0,0,1
"G130063004017","1990",,,,,,,"7","0401",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"G130063004019","1990",,,,,,,"9","0401",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G130063004021","1990",,,,,,,"1","0402",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",862,1981,5,426,4,8,8,0,13,4,1151,107,468,683,69,26,4,2,0,6
"G130063004022","1990",,,,,,,"2","0402",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1069,5091,4,65,3,18,26,1,1,46,2869,522,519,2350,458,20,20,8,0,16
"G130063004029","1990",,,,,,,"9","0402",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 9",463,366,1,0,0,9,0,0,0,3,330,50,128,202,33,10,1,4,0,2
"G13006300403011","1990",,,,,,,"1","040301",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",192,5,1,4,0,0,0,0,0,1,77,7,21,56,6,1,0,0,0,0
"G13006300403012","1990",,,,,,,"2","040301",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",138,1,0,0,0,3,0,0,0,0,40,5,9,31,5,0,0,0,0,0
"G13006300403013","1990",,,,,,,"3","040301",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",35,31,0,1,0,0,0,0,0,0,4,1,0,4,1,0,0,0,0,0
"G13006300403014","1990",,,,,,,"4","040301",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G13006300403015","1990",,,,,,,"5","040301",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",3,8,0,0,0,0,0,0,0,0,4,2,1,3,2,0,0,0,0,0
"G13006300403021","1990",,,,,,,"1","040302",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",647,478,3,21,3,11,2,0,1,16,412,65,154,258,58,1,2,0,0,4
"G13006300403022","1990",,,,,,,"2","040302",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1052,90,2,27,0,4,0,0,0,0,455,21,363,92,9,8,0,0,0,4
"G13006300403023","1990",,,,,,,"3","040302",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",164,18,0,1,0,0,0,0,0,6,85,6,30,55,4,2,0,0,0,0
"G13006300403024","1990",,,,,,,"4","040302",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",811,147,6,8,1,11,0,0,0,7,385,77,227,158,64,7,0,0,0,6
"G13006300403025","1990",,,,,,,"5","040302",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",1010,378,5,47,0,17,3,3,1,48,543,82,209,334,73,3,1,2,0,3
"G13006300403031","1990",,,,,,,"1","040303",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",272,871,0,68,0,0,4,0,0,0,378,10,105,273,8,0,0,2,0,0
"G13006300403032","1990",,,,,,,"2","040303",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",839,454,8,14,0,5,5,0,4,8,491,36,301,190,28,5,1,0,0,2
"G13006300403033","1990",,,,,,,"3","040303",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",782,53,1,15,0,3,0,0,0,3,312,18,230,82,8,4,0,1,0,5
"G13006300403034","1990",,,,,,,"4","040303",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",896,225,1,15,0,9,0,0,0,11,501,116,198,303,105,5,2,0,0,4
"G13006300403035","1990",,,,,,,"5","040303",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",606,69,5,4,0,7,0,0,2,5,264,5,217,47,2,2,0,0,0,1
"G13006300403036","1990",,,,,,,"6","040303",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",592,332,3,6,0,0,14,0,0,16,328,9,228,100,6,3,0,0,0,0
"G13006300403041","1990",,,,,,,"1","040304",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",933,34,7,2,0,8,0,0,1,3,418,19,281,137,12,2,1,0,0,4
"G13006300403042","1990",,,,,,,"2","040304",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1058,429,2,34,0,13,1,2,0,2,573,24,443,130,12,4,1,0,0,7
"G13006300403043","1990",,,,,,,"3","040304",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",998,395,6,19,0,15,8,0,0,59,599,171,224,375,150,8,0,2,0,11
"G13006300403051","1990",,,,,,,"1","040305",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1957,116,1,128,1,11,4,0,9,14,773,22,647,126,2,14,0,1,0,5
"G13006300403052","1990",,,,,,,"2","040305",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1110,70,6,70,4,20,0,0,4,9,484,16,399,85,2,7,0,2,0,5
"G13006300403053","1990",,,,,,,"3","040305",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1663,1581,9,429,11,41,16,1,5,49,1438,227,195,1243,222,3,1,1,0,0
"G13006300404011","1990",,,,,,,"1","040401",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",344,367,5,8,0,0,1,0,0,1,253,19,204,49,15,2,0,1,0,1
"G13006300404012","1990",,,,,,,"2","040401",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1,182,4,0,0,0,0,0,0,0,57,2,39,18,0,0,0,0,0,2
"G13006300404013","1990",,,,,,,"3","040401",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1807,202,0,17,0,12,1,0,1,8,786,34,619,167,15,10,1,0,0,8
"G13006300404014","1990",,,,,,,"4","040401",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",1263,160,0,33,0,16,14,0,0,9,534,23,463,71,5,10,7,0,0,1
"G13006300404015","1990",,,,,,,"5","040401",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",3373,956,6,117,3,86,0,0,2,52,1626,206,510,1116,189,11,3,2,0,1
"G13006300404016","1990",,,,,,,"6","040401",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",2168,141,2,148,0,37,4,0,5,13,872,59,532,340,45,12,0,0,0,2
"G13006300404017","1990",,,,,,,"7","040401",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",1807,160,11,50,0,46,4,0,0,2,624,13,497,127,2,4,6,0,0,1
"G13006300404021","1990",,,,,,,"1","040402",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1343,218,10,7,0,12,11,0,6,7,535,16,422,113,12,3,0,0,0,1
"G13006300404022","1990",,,,,,,"2","040402",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1081,340,2,26,0,3,8,0,0,37,495,51,262,233,44,3,0,1,0,3
"G13006300404023","1990",,,,,,,"3","040402",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",481,3,5,3,0,0,0,0,0,1,167,11,152,15,1,1,1,0,0,8
"G13006300404024","1990",,,,,,,"4","040402",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",1363,103,0,13,4,4,0,0,0,10,485,22,459,26,2,19,0,0,0,1
"G13006300404025","1990",,,,,,,"5","040402",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",2094,199,5,35,0,19,0,0,0,48,821,31,731,90,10,16,0,0,0,5
"G13006300404028","1990",,,,,,,"8","040402",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 8",17,28,0,0,0,0,0,0,0,0,16,2,15,1,1,0,0,0,0,1
"G13006300404029","1990",,,,,,,"9","040402",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 9",1279,817,3,16,1,45,12,0,0,9,657,101,443,214,68,12,7,0,0,14
"G13006300404031","1990",,,,,,,"1","040403",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1843,108,1,43,1,25,2,0,1,9,729,129,531,198,115,9,0,1,1,3
"G13006300404032","1990",,,,,,,"2","040403",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",2800,259,0,73,0,32,0,0,0,13,1417,184,687,730,135,26,12,6,0,5
"G13006300404033","1990",,,,,,,"3","040403",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1259,165,4,25,1,15,2,0,5,8,500,44,453,47,24,16,0,1,0,3
"G13006300404034","1990",,,,,,,"4","040403",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",1909,427,9,35,0,21,4,0,0,11,799,31,590,209,7,19,1,1,0,3
"G13006300404051","1990",,,,,,,"1","040405",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1388,290,12,67,0,12,6,0,3,27,671,39,359,312,16,9,2,1,0,11
"G13006300404052","1990",,,,,,,"2","040405",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1901,628,15,65,1,28,1,0,0,22,1075,164,488,587,137,13,4,4,0,6
"G13006300404053","1990",,,,,,,"3","040405",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",2051,387,8,36,1,29,8,0,1,9,1060,103,251,809,94,4,4,1,0,0
"G13006300404061","1990",,,,,,,"1","040406",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1811,139,2,49,0,16,4,0,0,18,723,34,585,138,11,18,0,4,0,1
"G13006300404062","1990",,,,,,,"2","040406",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1243,297,1,82,0,62,4,3,1,25,520,45,330,190,33,7,0,0,0,5
"G13006300404069","1990",,,,,,,"9","040406",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 9",2840,993,4,113,4,65,5,0,0,69,1562,251,343,1219,229,4,5,3,0,10
"G13006300405031","1990",,,,,,,"1","040503",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",2871,501,7,62,3,40,5,0,15,24,1121,43,857,264,27,13,2,0,0,1
