GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010,ESN001,ESN002,ES1001,ES1002,ETQ001,ETQ002,ETQ003,ETQ004,ETQ005,ETQ006
"G13013500503056","1990",,,,,,,"6","050305",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",114,0,1,1,0,1,0,0,0,4,44,0,43,1,0,0,0,0,0,0
"G13013500503057","1990",,,,,,,"7","050305",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",808,347,1,47,2,16,7,0,0,32,564,83,27,537,77,2,0,2,0,2
"G13013500503058","1990",,,,,,,"8","050305",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 8",61,0,0,0,0,1,0,0,0,0,20,1,20,0,0,1,0,0,0,0
"G13013500503059","1990",,,,,,,"9","050305",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 9",499,7,0,14,0,4,0,0,0,0,175,3,168,7,0,3,0,0,0,0
"G13013500503061","1990",,,,,,,"1","050306",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",16,0,0,0,0,1,0,0,0,0,8,3,6,2,1,1,0,1,0,0
"G13013500503062","1990",,,,,,,"2","050306",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",14,136,0,0,0,0,0,0,0,2,48,1,31,17,1,0,0,0,0,0
"G13013500503063","1990",,,,,,,"3","050306",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",721,0,2,0,0,25,0,0,0,27,236,13,170,66,8,4,1,0,0,0
"G13013500503064","1990",,,,,,,"4","050306",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",378,9,0,4,0,12,0,0,0,15,152,9,100,52,4,3,1,0,0,1
"G13013500503065","1990",,,,,,,"5","050306",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",546,9,4,25,0,27,9,1,5,22,241,16,169,72,8,7,0,0,0,1
"G13013500503066","1990",,,,,,,"6","050306",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G13013500503067","1990",,,,,,,"7","050306",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G13013500503068","1990",,,,,,,"8","050306",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 8",18,0,0,0,0,2,1,0,0,0,9,3,2,7,1,1,0,0,0,1
"G13013500503069","1990",,,,,,,"9","050306",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 9",85,44,3,17,0,1,3,0,0,1,61,144,0,61,142,0,0,0,0,2
"G13013500503071","1990",,,,,,,"1","050307",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1781,16,0,82,0,24,0,0,0,2,555,26,543,12,2,23,0,1,0,0
"G13013500503072","1990",,,,,,,"2","050307",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1171,23,0,30,0,8,0,0,0,2,356,15,346,10,3,12,0,0,0,0
"G13013500503073","1990",,,,,,,"3","050307",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1099,2,0,34,0,13,0,0,0,0,332,7,324,8,0,7,0,0,0,0
"G13013500503074","1990",,,,,,,"4","050307",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",1119,10,1,77,1,8,0,0,0,6,395,6,375,20,0,6,0,0,0,0
"G13013500503075","1990",,,,,,,"5","050307",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",571,7,0,39,0,9,0,0,4,0,209,17,202,7,1,16,0,0,0,0
"G13013500503076","1990",,,,,,,"6","050307",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",557,3,0,7,0,16,0,0,0,0,171,1,169,2,0,1,0,0,0,0
"G13013500503077","1990",,,,,,,"7","050307",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",1012,3,1,43,0,12,0,0,0,0,314,6,307,7,3,2,0,0,0,1
"G13013500503081","1990",,,,,,,"1","050308",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",142,16,0,4,0,0,0,0,0,0,65,2,59,6,1,1,0,0,0,0
"G13013500503082","1990",,,,,,,"2","050308",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",222,4,0,10,0,4,0,0,0,0,77,1,74,3,0,1,0,0,0,0
"G13013500503083","1990",,,,,,,"3","050308",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",173,1,0,0,0,1,0,0,0,0,69,5,68,1,0,5,0,0,0,0
"G13013500503084","1990",,,,,,,"4","050308",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",891,7,1,22,0,10,0,0,0,1,314,1,305,9,1,0,0,0,0,0
"G13013500503091","1990",,,,,,,"1","050309",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",446,16,3,29,0,16,0,0,1,2,174,11,173,1,0,11,0,0,0,0
"G13013500503092","1990",,,,,,,"2","050309",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",800,57,1,36,0,18,0,0,0,0,422,43,131,291,35,3,0,0,0,5
"G13013500503093","1990",,,,,,,"3","050309",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",170,0,1,11,0,5,0,0,0,0,68,1,63,5,0,1,0,0,0,0
"G13013500503094","1990",,,,,,,"4","050309",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",740,140,3,59,0,25,1,0,0,13,541,68,35,506,66,0,1,1,0,0
"G13013500503095","1990",,,,,,,"5","050309",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",185,8,0,8,0,0,0,0,0,0,67,4,64,3,0,3,0,0,0,1
"G13013500503096","1990",,,,,,,"6","050309",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",176,3,0,5,0,0,0,0,0,0,55,1,55,0,0,1,0,0,0,0
"G13013500503097","1990",,,,,,,"7","050309",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",349,8,0,4,0,10,0,0,0,0,129,11,122,7,0,9,1,0,0,1
"G13013500503098","1990",,,,,,,"8","050309",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 8",262,0,0,0,0,3,0,0,0,0,116,12,108,8,1,2,0,7,0,2
"G13013500503099","1990",,,,,,,"9","050309",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 9",345,0,0,5,0,1,0,0,0,4,128,5,125,3,1,1,0,2,0,1
"G13013500503101","1990",,,,,,,"1","050310",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1581,178,6,66,0,25,1,0,0,14,858,58,403,455,40,12,0,4,0,2
"G13013500503102","1990",,,,,,,"2","050310",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",664,11,2,21,0,0,0,0,0,0,321,33,169,152,10,22,0,1,0,0
"G13013500503103","1990",,,,,,,"3","050310",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",934,65,2,54,0,13,1,0,0,0,493,30,371,122,8,15,3,0,0,4
"G13013500503104","1990",,,,,,,"4","050310",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",482,6,0,26,0,9,0,1,0,1,235,8,198,37,4,1,0,2,0,1
"G13013500503111","1990",,,,,,,"1","050311",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",190,159,0,0,0,2,0,0,0,6,143,11,92,51,2,0,0,0,0,9
"G13013500503112","1990",,,,,,,"2","050311",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",252,0,0,0,0,1,0,0,0,0,94,5,64,30,1,0,0,0,0,4
"G13013500503113","1990",,,,,,,"3","050311",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1008,259,0,28,1,19,5,1,14,11,530,51,266,264,39,4,3,1,0,4
"G13013500503121","1990",,,,,,,"1","050312",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",46,12,0,3,0,0,0,0,0,0,33,12,24,9,5,6,1,0,0,0
"G13013500503122","1990",,,,,,,"2","050312",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1034,169,1,93,4,36,2,0,5,15,502,38,218,284,34,3,0,1,0,0
"G13013500503123","1990",,,,,,,"3","050312",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1648,532,3,143,3,118,4,6,0,57,941,329,192,749,253,6,5,4,0,61
"G13013500503124","1990",,,,,,,"4","050312",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",504,24,0,23,0,0,0,0,0,6,212,5,183,29,3,1,0,0,0,1
"G13013500503125","1990",,,,,,,"5","050312",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",720,92,0,81,0,24,5,0,0,30,345,30,219,126,27,1,1,0,0,1
"G13013500503126","1990",,,,,,,"6","050312",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",1480,557,11,194,4,61,6,0,1,106,1011,89,259,752,65,4,10,5,0,5
"G13013500503131","1990",,,,,,,"1","050313",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",896,47,4,48,0,21,1,0,0,2,352,46,289,63,1,8,31,0,0,6
"G13013500503132","1990",,,,,,,"2","050313",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",821,34,1,14,0,3,5,0,0,5,345,12,282,63,3,3,4,0,0,2
"G13013500503133","1990",,,,,,,"3","050313",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",321,3,0,39,0,7,0,0,0,0,121,2,119,2,0,1,1,0,0,0
"G13013500503134","1990",,,,,,,"4","050313",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",702,19,2,30,0,18,0,0,0,6,270,5,237,33,1,3,0,1,0,0
"G13013500503135","1990",,,,,,,"5","050313",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",1150,27,0,95,0,27,0,0,0,9,438,12,382,56,5,7,0,0,0,0
"G13013500503136","1990",,,,,,,"6","050313",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",216,3,0,8,0,0,0,0,0,0,97,1,89,8,0,0,1,0,0,0
"G13013500503137","1990",,,,,,,"7","050313",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",714,257,8,23,3,42,6,0,0,70,389,71,146,243,62,2,2,1,0,4
"G13013500503138","1990",,,,,,,"8","050313",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 8",6,5,0,0,0,0,0,0,0,0,4,1,2,2,0,0,1,0,0,0
"G13013500503141","1990",,,,,,,"1","050314",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1774,40,7,58,0,19,0,0,0,17,724,20,643,81,7,11,1,0,0,1
"G13013500503142","1990",,,,,,,"2","050314",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",732,18,0,36,0,24,0,0,0,6,309,8,274,35,2,3,2,0,0,1
"G13013500503143","1990",,,,,,,"3","050314",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",542,11,0,25,1,5,0,0,4,1,201,4,183,18,0,3,0,1,0,0
"G13013500503144","1990",,,,,,,"4","050314",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",734,24,1,49,0,11,0,0,5,8,271,4,241,30,1,3,0,0,0,0
"G13013500503145","1990",,,,,,,"5","050314",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",195,25,1,12,0,9,0,0,0,12,84,0,56,28,0,0,0,0,0,0
"G13013500504031","1990",,,,,,,"1","050403",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",730,5,1,47,0,22,0,0,0,1,289,4,266,23,0,4,0,0,0,0
"G13013500504032","1990",,,,,,,"2","050403",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1083,22,10,143,2,21,4,0,1,10,436,16,393,43,7,6,0,0,0,3
"G13013500504033","1990",,,,,,,"3","050403",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1019,125,2,40,0,14,1,0,0,4,685,172,122,563,158,3,3,1,0,7
"G13013500504034","1990",,,,,,,"4","050403",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",324,0,0,0,0,7,0,0,0,1,120,5,110,10,1,3,0,1,0,0
"G13013500504035","1990",,,,,,,"5","050403",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",391,1,0,19,0,11,0,0,0,0,162,3,131,31,1,0,0,0,0,2
"G13013500504039","1990",,,,,,,"9","050403",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 9",2624,76,5,157,0,35,4,0,0,9,1075,41,934,141,12,14,8,2,0,5
"G13013500504061","1990",,,,,,,"1","050406",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1375,606,5,281,5,33,4,0,1,51,1195,225,195,1000,179,32,9,0,0,5
"G13013500504062","1990",,,,,,,"2","050406",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",131,16,0,5,0,3,0,0,0,0,103,11,92,11,2,9,0,0,0,0
"G13013500504063","1990",,,,,,,"3","050406",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1005,281,4,529,0,59,2,0,0,109,746,138,265,481,118,7,6,1,0,6
"G13013500504064","1990",,,,,,,"4","050406",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",2164,756,15,313,5,131,13,0,0,62,1529,280,379,1150,227,10,36,2,0,5
"G13013500504065","1990",,,,,,,"5","050406",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",363,30,0,16,0,4,0,0,0,2,140,8,119,21,0,7,0,0,0,1
"G13013500504071","1990",,,,,,,"1","050407",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1002,265,4,57,2,114,2,0,3,30,630,43,162,468,35,4,0,2,0,2
"G13013500504072","1990",,,,,,,"2","050407",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",2124,96,9,190,0,63,0,3,0,33,916,34,628,288,18,9,2,0,0,5
"G13013500504073","1990",,,,,,,"3","050407",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1651,103,1,188,0,30,1,0,0,29,880,68,441,439,54,11,0,1,0,2
"G13013500504074","1990",,,,,,,"4","050407",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",2884,787,18,413,4,141,16,1,4,83,1925,550,457,1468,517,12,3,2,0,16
"G13013500504075","1990",,,,,,,"5","050407",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",831,18,2,30,0,16,1,0,0,5,406,33,338,68,20,9,1,0,0,3
"G13013500504081","1990",,,,,,,"1","050408",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1359,284,2,85,0,49,3,0,0,47,853,191,105,748,182,1,4,1,0,3
"G13013500504083","1990",,,,,,,"3","050408",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",2479,337,1,314,0,135,0,0,5,47,1188,78,605,583,60,11,4,1,0,2
"G13013500504084","1990",,,,,,,"4","050408",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",357,0,2,12,0,4,0,0,0,18,183,63,170,13,1,4,0,2,0,56
"G13013500504085","1990",,,,,,,"5","050408",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",3008,252,12,267,0,112,0,0,1,44,1467,106,595,872,88,9,0,5,0,4
"G13013500504086","1990",,,,,,,"6","050408",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",1352,159,1,147,0,61,0,0,0,30,672,81,265,407,54,19,4,2,0,2
"G13013500504091","1990",,,,,,,"1","050409",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",2085,50,0,37,0,21,0,1,0,9,724,28,562,162,12,11,2,0,0,3
"G13013500504092","1990",,,,,,,"2","050409",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1068,169,5,48,2,33,3,0,0,6,621,65,165,456,48,1,0,1,0,15
"G13013500504093","1990",,,,,,,"3","050409",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",742,202,6,55,2,36,0,0,0,49,402,35,293,109,14,13,7,0,0,1
"G13013500504094","1990",,,,,,,"4","050409",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",1129,231,0,109,3,38,1,0,0,21,605,51,227,378,43,3,2,0,0,3
"G13013500504095","1990",,,,,,,"5","050409",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G13013500504096","1990",,,,,,,"6","050409",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",127,0,0,16,0,1,0,0,0,0,48,3,40,8,1,1,0,0,0,1
"G13013500504097","1990",,,,,,,"7","050409",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",2860,149,3,269,0,74,0,0,1,44,1362,218,897,465,179,27,6,1,0,5
"G13013500504101","1990",,,,,,,"1","050410",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",14,0,0,0,0,0,0,0,0,0,7,1,6,1,0,0,0,0,0,1
"G13013500504102","1990",,,,,,,"2","050410",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",447,8,0,22,0,12,0,0,0,13,194,13,43,151,7,2,2,0,0,2
"G13013500504103","1990",,,,,,,"3","050410",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",652,21,0,26,0,10,0,0,0,0,273,9,215,58,4,3,0,1,0,1
"G13013500504104","1990",,,,,,,"4","050410",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",1815,162,9,118,0,53,0,0,2,9,832,108,250,582,91,3,4,1,0,9
"G13013500504105","1990",,,,,,,"5","050410",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",544,1,1,1,0,7,0,0,0,3,184,4,141,43,1,1,1,0,0,1
"G13013500504106","1990",,,,,,,"6","050410",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",350,0,0,5,0,9,0,0,0,0,142,5,89,53,3,1,0,0,0,1
"G13013500504107","1990",,,,,,,"7","050410",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",436,14,0,1,0,2,0,0,0,0,174,3,143,31,0,1,1,0,0,1
"G13013500504111","1990",,,,,,,"1","050411",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",967,10,0,19,0,10,0,0,0,0,355,7,312,43,2,3,0,0,0,2
"G13013500504112","1990",,,,,,,"2","050411",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",554,11,3,12,0,1,0,0,0,1,285,33,259,26,0,23,2,1,0,7
"G13013500504113","1990",,,,,,,"3","050411",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",629,39,4,15,0,4,2,0,0,2,197,5,169,28,1,4,0,0,0,0
"G13013500504114","1990",,,,,,,"4","050411",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",1754,76,2,100,0,42,1,0,0,7,757,56,401,356,40,6,8,0,0,2
"G13013500504115","1990",,,,,,,"5","050411",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",659,28,1,37,0,19,0,0,0,12,322,29,163,159,23,2,0,0,0,4
"G13013500504116","1990",,,,,,,"6","050411",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",447,9,0,1,0,6,0,0,0,0,248,5,82,166,2,0,0,1,0,2
"G13013500504117","1990",,,,,,,"7","050411",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",332,7,1,22,0,0,0,0,0,0,128,3,115,13,1,1,0,0,0,1
"G13013500504121","1990",,,,,,,"1","050412",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1089,1,5,39,0,21,0,0,0,4,359,9,330,29,4,2,0,1,0,2
"G13013500504122","1990",,,,,,,"2","050412",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1333,6,2,68,0,23,0,1,0,4,430,10,412,18,1,7,1,0,0,1
"G13013500504123","1990",,,,,,,"3","050412",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",2327,3,5,54,1,28,0,0,0,6,719,13,678,41,1,8,2,1,0,1
"G13013500504124","1990",,,,,,,"4","050412",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",1693,9,1,47,2,16,0,1,0,3,536,11,493,43,2,5,2,2,0,0
"G13013500504125","1990",,,,,,,"5","050412",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",1630,14,1,27,0,29,0,0,0,0,581,14,555,26,0,12,0,2,0,0
"G13013500504126","1990",,,,,,,"6","050412",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",882,15,4,13,0,5,0,0,0,0,283,8,256,27,2,6,0,0,0,0
"G13013500504127","1990",,,,,,,"7","050412",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",746,5,1,18,0,16,0,0,0,4,262,10,249,13,0,8,1,0,0,1
"G13013500504128","1990",,,,,,,"8","050412",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 8",973,1,3,46,0,9,0,0,0,5,351,3,333,18,1,1,0,0,0,1
"G13013500504129","1990",,,,,,,"9","050412",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 9",618,0,1,10,0,13,0,0,0,0,219,4,193,26,0,3,0,0,0,1
"G13013500504131","1990",,,,,,,"1","050413",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1496,22,0,36,0,125,0,2,13,39,500,31,429,71,8,13,7,0,0,3
"G13013500504132","1990",,,,,,,"2","050413",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",576,2,2,21,0,14,0,0,0,0,192,3,183,9,0,2,0,0,0,1
"G13013500504133","1990",,,,,,,"3","050413",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",123,0,0,0,0,0,0,0,0,0,38,2,34,4,0,1,0,0,0,1
"G13013500504134","1990",,,,,,,"4","050413",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",295,1,0,0,0,4,0,0,0,0,95,4,90,5,0,2,1,0,0,1
"G13013500504135","1990",,,,,,,"5","050413",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",2163,14,0,32,0,42,0,1,0,9,731,13,695,36,1,8,1,0,0,3
"G13013500504136","1990",,,,,,,"6","050413",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",2456,19,4,11,0,22,4,0,0,4,801,16,771,30,2,9,2,1,0,2
"G13013500504137","1990",,,,,,,"7","050413",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",586,2,0,19,0,8,0,0,0,0,184,4,170,14,1,2,0,1,0,0
"G13013500504138","1990",,,,,,,"8","050413",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 8",225,0,0,2,0,5,0,0,0,0,66,0,65,1,0,0,0,0,0,0
"G13013500504139","1990",,,,,,,"9","050413",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 9",669,0,0,14,0,19,0,0,0,0,210,3,199,11,0,3,0,0,0,0
"G13013500504141","1990",,,,,,,"1","050414",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",2269,18,3,37,2,21,0,0,0,3,709,18,680,29,0,14,1,0,0,3
"G13013500504142","1990",,,,,,,"2","050414",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1143,0,5,13,0,14,0,2,0,1,414,13,308,106,9,1,3,0,0,0
"G13013500504143","1990",,,,,,,"3","050414",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1232,5,1,15,2,4,0,0,0,3,453,11,415,38,1,6,1,0,0,3
"G13013500504144","1990",,,,,,,"4","050414",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",2890,4,3,50,0,21,0,0,0,4,962,8,912,50,0,7,1,0,0,0
"G13013500504145","1990",,,,,,,"5","050414",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",1208,11,2,33,0,13,0,0,0,1,620,40,366,254,20,2,2,2,0,14
"G13013500504146","1990",,,,,,,"6","050414",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",439,1,0,0,0,1,0,0,0,0,170,7,151,19,0,5,0,0,0,2
"G13013500504147","1990",,,,,,,"7","050414",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",870,11,0,12,0,13,0,0,0,6,277,7,262,15,0,5,0,0,0,2
"G13013500504151","1990",,,,,,,"1","050415",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",950,0,1,0,0,2,0,0,0,0,303,9,292,11,1,5,0,0,0,3
"G13013500504152","1990",,,,,,,"2","050415",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",33,0,0,0,0,0,0,0,0,0,12,0,8,4,0,0,0,0,0,0
"G13013500504153","1990",,,,,,,"3","050415",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",590,2,2,14,0,10,0,0,0,4,188,6,182,6,0,5,0,0,0,1
"G13013500504155","1990",,,,,,,"5","050415",,,"Gwinnett","135",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",834,12,3,27,0,4,0,0,0,0,304,9,272,32,0,5,2,1,0,1
