GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E1A001,E1A002,E1A003,E1A004,E1A005,E1A006,E1A007,E1A008,E1A009,E1A010
"G130089002034","1990",,,,,,"4","0203",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",640,10,0,15,0,5,0,0,0,20
"G130089002041","1990",,,,,,"1","0204",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1699,374,5,57,0,20,0,0,0,39
"G130089002051","1990",,,,,,"1","0205",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",8,2393,22,0,0,0,55,12,0,0
"G130089002052","1990",,,,,,"2","0205",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",12,920,0,0,0,0,11,0,0,0
"G130089002061","1990",,,,,,"1","0206",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",14,1018,0,0,0,0,0,0,0,0
"G130089002062","1990",,,,,,"2","0206",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",0,220,0,0,0,0,0,0,0,0
"G130089002063","1990",,,,,,"3","0206",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",34,762,0,0,0,0,0,0,0,0
"G130089002071","1990",,,,,,"1","0207",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",8,622,0,0,0,0,0,0,0,0
"G130089002072","1990",,,,,,"2","0207",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",53,1887,0,0,0,0,7,0,0,22
"G130089002081","1990",,,,,,"1","0208",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",53,760,0,0,0,0,0,0,0,0
"G130089002082","1990",,,,,,"2","0208",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",58,1024,0,0,0,0,0,0,0,0
"G130089002083","1990",,,,,,"3","0208",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",109,851,0,0,0,0,0,0,0,0
"G130089002084","1990",,,,,,"4","0208",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",26,84,0,0,0,0,0,0,0,0
"G130089002085","1990",,,,,,"5","0208",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",81,3367,22,0,0,0,0,0,0,0
"G130089002086","1990",,,,,,"6","0208",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",0,1490,0,0,0,0,0,0,0,0
"G130089002087","1990",,,,,,"7","0208",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 7",31,1524,0,0,0,0,18,10,0,0
"G130089002091","1990",,,,,,"1","0209",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",261,1993,0,0,0,0,0,0,0,0
"G130089002092","1990",,,,,,"2","0209",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",304,1311,0,0,0,0,0,0,0,0
"G130089002093","1990",,,,,,"3","0209",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",47,2165,5,0,0,0,0,0,0,0
"G130089002094","1990",,,,,,"4","0209",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",209,1063,0,0,0,0,0,0,0,0
"G130089002111","1990",,,,,,"1","0211",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1167,127,0,22,0,33,0,0,0,17
"G130089002112","1990",,,,,,"2","0211",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",2406,379,0,46,0,86,8,0,0,0
"G130089002113","1990",,,,,,"3","0211",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",1062,756,0,63,0,22,0,0,0,0
"G130089002114","1990",,,,,,"4","0211",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",571,23,0,16,0,0,0,0,0,0
"G13008900212021","1990",,,,,,"1","021202",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",2175,32,0,28,0,0,0,0,0,46
"G13008900212022","1990",,,,,,"2","021202",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1598,33,0,14,0,0,0,0,0,0
"G13008900212023","1990",,,,,,"3","021202",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",1383,0,0,37,0,0,0,0,0,8
"G13008900212041","1990",,,,,,"1","021204",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1034,954,0,734,16,584,49,0,0,755
"G13008900212051","1990",,,,,,"1","021205",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",2439,33,0,0,0,9,0,7,0,0
"G13008900212052","1990",,,,,,"2","021205",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1330,0,0,0,0,0,0,0,0,0
"G13008900212053","1990",,,,,,"3","021205",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",970,15,0,99,0,0,0,0,0,0
"G13008900212054","1990",,,,,,"4","021205",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",2061,0,0,46,0,0,0,0,0,0
"G13008900212055","1990",,,,,,"5","021205",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",1474,0,10,101,0,8,0,0,0,0
"G13008900212071","1990",,,,,,"1","021207",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",853,10,0,38,0,0,0,0,0,0
"G13008900212072","1990",,,,,,"2","021207",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",0,0,0,22,0,0,0,0,0,0
"G13008900212073","1990",,,,,,"3","021207",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",1737,7,0,65,0,45,0,0,0,0
"G13008900212081","1990",,,,,,"1","021208",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1269,0,0,71,0,0,0,0,0,0
"G13008900212082","1990",,,,,,"2","021208",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",708,23,0,14,0,0,0,0,0,0
"G13008900212083","1990",,,,,,"3","021208",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",138,31,0,32,0,29,0,0,0,239
"G13008900212093","1990",,,,,,"3","021209",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",46,0,0,0,0,0,0,0,0,0
"G13008900212094","1990",,,,,,"4","021209",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",3709,639,0,172,0,103,0,0,0,0
"G13008900212103","1990",,,,,,"3","021210",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",3077,26,0,139,0,43,0,0,7,0
"G13008900212104","1990",,,,,,"4","021210",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",1971,29,0,41,0,60,0,0,0,0
"G13008900212111","1990",,,,,,"1","021211",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",4054,28,0,156,0,54,0,0,0,19
"G13008900212122","1990",,,,,,"2","021212",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",4433,519,0,215,0,52,0,0,0,0
"G13008900213011","1990",,,,,,"1","021301",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1500,677,9,82,3,187,24,0,0,195
"G13008900213021","1990",,,,,,"1","021302",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1226,350,0,176,0,146,12,0,0,0
"G13008900213022","1990",,,,,,"2","021302",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1345,188,0,184,0,83,0,0,0,100
"G13008900213023","1990",,,,,,"3","021302",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",784,282,0,83,0,55,16,0,0,184
"G13008900213024","1990",,,,,,"4","021302",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",1011,103,0,32,0,0,0,0,0,0
"G13008900213031","1990",,,,,,"1","021303",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1807,79,0,380,18,123,0,0,0,203
"G13008900213032","1990",,,,,,"2","021303",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1190,782,16,122,0,78,0,0,0,58
"G13008900213041","1990",,,,,,"1","021304",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1565,587,0,125,0,89,0,0,0,27
"G13008900213042","1990",,,,,,"2","021304",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1682,141,0,88,0,7,0,0,0,0
"G13008900213043","1990",,,,,,"3","021304",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",1751,1205,0,137,0,216,0,0,0,100
"G13008900214011","1990",,,,,,"1","021401",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",913,871,29,213,0,264,27,0,0,354
"G13008900214012","1990",,,,,,"2","021401",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",554,95,10,141,0,0,0,0,0,78
"G13008900214013","1990",,,,,,"3","021401",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",1522,854,0,302,0,257,12,0,0,165
"G13008900214014","1990",,,,,,"4","021401",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",175,447,7,103,0,105,0,0,0,0
"G13008900214021","1990",,,,,,"1","021402",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",2526,975,20,250,0,237,0,0,0,151
"G13008900214022","1990",,,,,,"2","021402",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1668,230,37,28,0,84,0,0,0,19
"G13008900214023","1990",,,,,,"3","021402",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",1460,781,0,299,0,22,0,0,0,116
"G13008900214031","1990",,,,,,"1","021403",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1189,13,0,0,0,0,0,0,0,7
"G13008900214032","1990",,,,,,"2","021403",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1301,207,6,72,0,52,0,0,0,0
"G13008900214033","1990",,,,,,"3","021403",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",2374,6,31,30,14,30,14,0,0,20
"G13008900214041","1990",,,,,,"1","021404",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",798,359,0,71,0,16,0,0,4,33
"G13008900214042","1990",,,,,,"2","021404",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1920,1955,0,148,0,219,0,0,0,148
"G130089002151","1990",,,,,,"1","0215",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",5548,773,0,315,0,241,7,0,0,70
"G130089002152","1990",,,,,,"2","0215",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",2929,118,0,42,0,91,0,0,0,57
"G13008900216011","1990",,,,,,"1","021601",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",2249,1042,0,149,0,138,18,0,0,34
"G13008900216012","1990",,,,,,"2","021601",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1233,0,0,32,0,38,0,0,0,0
"G13008900216013","1990",,,,,,"3","021601",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",1727,0,25,59,0,8,0,0,0,11
"G13008900216014","1990",,,,,,"4","021601",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",864,0,0,0,0,35,0,0,0,0
"G13008900216021","1990",,,,,,"1","021602",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",2871,34,7,99,0,14,0,0,0,0
"G13008900216022","1990",,,,,,"2","021602",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",408,0,0,3,0,7,0,0,0,0
"G13008900216031","1990",,,,,,"1","021603",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1559,48,0,53,0,31,0,0,0,8
"G13008900216039","1990",,,,,,"9","021603",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 9",1977,131,0,56,0,116,0,0,0,0
"G13008900217021","1990",,,,,,"1","021702",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1588,60,0,146,5,59,11,0,0,59
"G13008900217022","1990",,,,,,"2","021702",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",853,0,0,53,0,13,0,0,0,0
"G13008900217023","1990",,,,,,"3","021702",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",961,0,0,8,0,0,0,0,0,0
"G13008900217024","1990",,,,,,"4","021702",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",706,159,0,48,0,0,0,0,0,53
"G13008900217025","1990",,,,,,"5","021702",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",728,11,0,75,0,11,0,0,0,17
"G13008900217026","1990",,,,,,"6","021702",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",991,365,0,190,0,26,0,0,0,0
"G13008900217027","1990",,,,,,"7","021702",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 7",1681,49,12,33,0,42,0,0,0,0
"G13008900217031","1990",,,,,,"1","021703",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1973,14,3,99,0,37,0,0,0,0
"G13008900217034","1990",,,,,,"4","021703",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",2025,13,0,30,0,25,5,0,0,0
"G13008900217042","1990",,,,,,"2","021704",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1432,0,0,18,0,55,0,0,0,0
"G13008900217043","1990",,,,,,"3","021704",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",1866,94,0,170,0,0,0,0,0,0
"G13008900217049","1990",,,,,,"9","021704",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 9",880,197,0,8,0,55,0,0,0,0
"G13008900218052","1990",,,,,,"2","021805",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",3765,267,9,176,0,178,8,0,26,0
"G13008900218054","1990",,,,,,"4","021805",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",1490,226,19,55,0,0,0,0,0,0
"G13008900218061","1990",,,,,,"1","021806",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",2871,426,6,79,0,13,13,0,0,0
"G13008900218063","1990",,,,,,"3","021806",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",1328,93,0,75,0,0,0,0,0,0
"G13008900218085","1990",,,,,,"5","021808",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",3552,102,0,473,4,112,0,0,0,0
"G13008900218091","1990",,,,,,"1","021809",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",835,48,0,0,0,0,0,0,0,0
"G13008900218092","1990",,,,,,"2","021809",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1580,15,7,0,0,90,0,0,0,0
"G13008900218093","1990",,,,,,"3","021809",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",102,59,0,0,0,0,0,0,0,0
"G13008900218094","1990",,,,,,"4","021809",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",1045,0,0,15,0,0,0,0,0,0
"G13008900218095","1990",,,,,,"5","021809",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",2956,0,9,53,0,62,0,0,0,0
"G13008900218101","1990",,,,,,"1","021810",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",558,33,0,39,0,0,0,0,0,0
"G13008900218102","1990",,,,,,"2","021810",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1410,0,0,0,0,0,0,0,0,0
"G13008900218103","1990",,,,,,"3","021810",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",665,0,0,0,0,10,0,0,0,0
"G13008900218104","1990",,,,,,"4","021810",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",1165,7,0,33,0,0,0,0,0,0
"G13008900218981","1990",,,,,,"1","021898",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",5847,1140,0,800,0,207,0,0,0,139
"G13008900219021","1990",,,,,,"1","021902",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",921,0,10,17,0,0,0,0,0,0
"G13008900219022","1990",,,,,,"2","021902",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1211,0,0,62,0,23,0,0,0,6
"G13008900219023","1990",,,,,,"3","021902",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",1045,48,0,75,0,73,0,0,0,0
"G13008900219024","1990",,,,,,"4","021902",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",2383,1253,25,68,0,110,8,0,41,30
"G13008900219031","1990",,,,,,"1","021903",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",2993,533,0,0,0,11,0,0,0,0
"G13008900219032","1990",,,,,,"2","021903",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1312,529,0,44,0,6,0,0,5,95
"G13008900219033","1990",,,,,,"3","021903",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",4344,873,9,98,0,75,0,0,55,29
"G13008900219041","1990",,,,,,"1","021904",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",855,1187,6,184,0,114,0,0,0,42
"G13008900219042","1990",,,,,,"2","021904",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",692,419,0,38,0,10,0,0,0,32
"G13008900219043","1990",,,,,,"3","021904",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",553,10,0,0,0,8,5,29,0,0
"G13008900219044","1990",,,,,,"4","021904",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",902,0,0,65,0,7,0,0,0,0
"G13008900219045","1990",,,,,,"5","021904",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",1026,233,0,46,0,18,21,0,0,7
"G13008900219051","1990",,,,,,"1","021905",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1801,1153,4,136,0,0,0,0,0,33
"G13008900219052","1990",,,,,,"2","021905",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1923,1589,16,170,7,8,8,0,0,60
"G13008900219054","1990",,,,,,"4","021905",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",320,20,0,0,0,12,0,0,0,16
"G13008900219055","1990",,,,,,"5","021905",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",1230,786,7,102,12,16,0,0,0,0
"G13008900219059","1990",,,,,,"9","021905",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 9",513,148,0,0,0,0,0,0,0,0
"G13008900220011","1990",,,,,,"1","022001",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1349,0,7,160,0,48,0,0,0,0
"G13008900220014","1990",,,,,,"4","022001",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",2289,77,0,134,0,52,0,0,0,46
"G13008900220022","1990",,,,,,"2","022002",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1281,2075,0,302,19,45,0,0,0,60
"G13008900220023","1990",,,,,,"3","022002",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",1325,3338,0,246,0,93,0,0,29,84
"G13008900220024","1990",,,,,,"4","022002",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",3003,3148,34,258,0,43,12,0,0,72
"G13008900220041","1990",,,,,,"1","022004",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1682,528,0,170,0,29,0,0,0,36
"G13008900220042","1990",,,,,,"2","022004",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1505,565,0,20,0,0,13,0,0,0
"G13008900220053","1990",,,,,,"3","022005",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",913,1144,9,122,0,41,0,0,0,0
"G13008900220054","1990",,,,,,"4","022005",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",540,294,0,247,0,0,0,0,0,0
"G130089002211","1990",,,,,,"1","0221",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",101,508,0,92,0,0,0,0,0,0
"G130089002212","1990",,,,,,"2","0221",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",19,863,0,0,0,0,0,0,0,0
"G130089002213","1990",,,,,,"3","0221",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",210,1310,0,0,0,0,0,0,0,0
"G130089002214","1990",,,,,,"4","0221",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",136,103,0,0,0,0,0,0,0,0
"G130089002221","1990",,,,,,"1","0222",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1758,354,13,100,0,39,0,0,0,47
"G130089002222","1990",,,,,,"2","0222",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",745,71,19,0,0,18,0,0,0,0
"G130089002223","1990",,,,,,"3","0222",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",90,0,0,0,0,0,0,0,0,0
"G130089002224","1990",,,,,,"4","0222",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",160,0,0,0,0,0,0,0,0,0
"G130089002225","1990",,,,,,"5","0222",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",989,335,0,46,14,26,0,0,0,51
"G130089002226","1990",,,,,,"6","0222",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",1000,41,0,0,0,0,0,0,0,79
"G13008900223011","1990",,,,,,"1","022301",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",507,0,0,0,0,43,0,0,0,25
"G13008900223012","1990",,,,,,"2","022301",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1085,11,0,0,0,0,0,0,0,12
"G13008900223013","1990",,,,,,"3","022301",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",498,34,0,0,0,14,0,0,0,0
"G13008900223014","1990",,,,,,"4","022301",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",522,0,0,0,0,76,0,0,0,0
"G13008900223015","1990",,,,,,"5","022301",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",1366,11,0,12,0,43,0,0,0,0
"G13008900223016","1990",,,,,,"6","022301",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",990,41,0,73,0,6,0,0,0,0
"G13008900223021","1990",,,,,,"1","022302",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1025,258,0,65,0,0,0,0,0,38
"G13008900223022","1990",,,,,,"2","022302",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",998,0,0,25,0,17,0,0,0,25
"G13008900223023","1990",,,,,,"3","022302",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",1476,24,0,93,0,15,0,0,0,23
"G13008900224011","1990",,,,,,"1","022401",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",552,0,0,4,0,0,0,0,0,0
"G13008900224012","1990",,,,,,"2","022401",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1015,21,0,0,0,7,0,0,0,0
"G13008900224013","1990",,,,,,"3","022401",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",1181,108,0,0,0,47,0,0,0,0
"G13008900224014","1990",,,,,,"4","022401",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",1082,52,0,95,0,30,0,0,0,0
"G13008900224021","1990",,,,,,"1","022402",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1703,175,7,230,0,16,0,0,0,12
"G13008900224022","1990",,,,,,"2","022402",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",2133,146,0,99,0,5,8,0,0,14
"G13008900224031","1990",,,,,,"1","022403",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",447,0,0,0,0,0,0,0,0,0
"G13008900224032","1990",,,,,,"2","022403",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",601,0,0,0,0,0,0,0,0,0
"G13008900224033","1990",,,,,,"3","022403",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",799,0,0,0,0,24,0,0,7,13
"G13008900224034","1990",,,,,,"4","022403",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",1521,18,0,6,0,14,0,0,0,27
"G130089002251","1990",,,,,,"1","0225",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",529,0,0,0,0,0,0,0,0,0
"G130089002252","1990",,,,,,"2","0225",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",907,32,0,0,0,0,0,0,0,0
"G130089002253","1990",,,,,,"3","0225",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",20,235,0,0,0,0,0,0,0,0
"G130089002254","1990",,,,,,"4","0225",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",166,874,0,0,0,0,0,0,0,0
